="{Table A7: Coefficients SMEs- Robustness: Sample Selection}"
="",="",="",="",="",="",="",="(0.025)",="(0.025)",="(0.025)"
="year==  2014.0000",="",="",="",="",="",="",="0.100***",="0.100***",="0.100***"
="",="",="",="",="",="",="",="(0.020)",="(0.020)",="(0.020)"
="millsp3",="",="",="",="",="",="",="-2.511***",="-2.511***",="-2.510***"
="",="",="",="",="",="",="",="(0.146)",="(0.146)",="(0.146)"
="Constant",="0.632***",="0.631***",="0.632***",="1.267***",="1.267***",="1.267***",="0.309**",="0.306**",="0.308**"
="",="(0.124)",="(0.124)",="(0.124)",="(0.129)",="(0.129)",="(0.129)",="(0.152)",="(0.152)",="(0.152)"
="atanhrho_12",="",="",="",="",="",="",="",="",=""
="Constant",="0.046**",="-0.005",="0.027",="0.041**",="0.041**",="0.041**",="0.038*",="0.060**",="0.058***"
="",="(0.018)",="(0.018)",="(0.016)",="(0.016)",="(0.016)",="(0.016)",="(0.023)",="(0.024)",="(0.021)"
="N",="18398",="18398",="18398",="23953",="23953",="23953",="13670",="13670",="13670"
="N_clust",="6677",="6677",="6677",="6970",="6970",="6970",="5772",="5772",="5772"
="df_m",="46",="46",="46",="47",="47",="47",="46",="46",="46"
="r2_a",="",="",="",="",="",="",="",="",=""
="widstat",="",="",="",="",="",="",="",="",=""
="j",="",="",="",="",="",="",="",="",=""
="jp",="",="",="",="",="",="",="",="",=""
="Standard errors in parentheses"
="Source: Author's elaboration, based on The Spanish Technological innovation panel (PITEC)."
="* p<0.10, ** p<0.05, *** p<0.01"
